seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr7	99365089	99365489	401	*	Distal Intergenic	7	99345389	99353239	7851	2	12406	ENSMUST00000094154.5	-11851	ENSMUSG00000070436	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1
chr13	23521707	23522107	401	*	Distal Intergenic	13	23531050	23531519	470	1	69386	ENSMUST00000102972.5	-8943	ENSMUSG00000060981	H4c8	H4 clustered histone 8
chr1	75234615	75235015	401	*	Distal Intergenic	1	75236406	75245688	9283	1	56812	ENSMUST00000188931.6	-1391	ENSMUSG00000026203	Dnajb2	DnaJ heat shock protein family (Hsp40) member B2
chr3	137991173	137991573	401	*	Distal Intergenic	3	137931007	137981545	50539	2	26377	ENSMUST00000029806.12	-9629	ENSMUSG00000028159	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1
chr3	100489187	100489587	401	*	Promoter	3	100451628	100489198	37571	2	74645	ENSMUST00000128107.7	0	ENSMUSG00000044468	Tent5c	terminal nucleotidyltransferase 5C
chr7	99151304	99151704	401	*	Downstream (1-2kb)	7	98885021	99141141	256121	2	78610	ENSMUST00000037968.9	-10164	ENSMUSG00000035354	Uvrag	UV radiation resistance associated gene
chr15	83483470	83483870	401	*	3' UTR	15	83375607	83464606	89000	2	23970	ENSMUST00000171436.7	-18865	ENSMUSG00000016664	Pacsin2	protein kinase C and casein kinase substrate in neurons 2
chr12	11196245	11196645	401	*	Exon (ENSMUST00000219371.1/77442, exon 3 of 5)	12	11186348	11204381	18034	2	77442	ENSMUST00000219371.1	7736	ENSMUSG00000112041	9530020I12Rik	RIKEN cDNA 9530020I12 gene
chr15	28025914	28026314	401	*	Promoter	15	27730651	28025848	295198	2	223435	ENSMUST00000090247.6	-67	ENSMUSG00000022263	Trio	triple functional domain (PTPRF interacting)
chr13	59840763	59841163	401	*	Distal Intergenic	13	59771561	59823147	51587	2	214290	ENSMUST00000071703.5	-17617	ENSMUSG00000035248	Tut7	terminal uridylyl transferase 7
chr1	155973195	155973595	401	*	Promoter	1	155844964	155973255	128292	2	74081	ENSMUST00000138762.7	0	ENSMUSG00000033671	Cep350	centrosomal protein 350
chr12	70937591	70937991	401	*	Promoter	12	70937857	70964718	26862	1	56444	ENSMUST00000021479.5	0	ENSMUSG00000021076	Actr10	ARP10 actin-related protein 10
chr16	36884863	36885263	401	*	Promoter	16	36886134	36933085	46952	1	224139	ENSMUST00000039855.8	-871	ENSMUSG00000034243	Golgb1	golgi autoantigen, golgin subfamily b, macrogolgin 1
chr9	86571659	86572059	401	*	Promoter	9	86554377	86571827	17451	2	109785	ENSMUST00000070064.10	0	ENSMUSG00000056131	Pgm3	phosphoglucomutase 3
chr11	87583621	87584021	401	*	Exon (ENSMUST00000239011.1/18952, exon 5 of 14)	11	87585225	87589864	4640	1	18952	ENSMUST00000148216.7	-1204	ENSMUSG00000020486	Septin4	septin 4
chr8	120368945	120369345	401	*	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120488447	120581390	92944	1	382034	ENSMUST00000034279.15	-119102	ENSMUSG00000031822	Gse1	genetic suppressor element 1, coiled-coil protein
chr11	60104710	60105110	401	*	Promoter	11	60105013	60199195	94183	1	19377	ENSMUST00000064190.12	0	ENSMUSG00000062115	Rai1	retinoic acid induced 1
chr2	26055061	26055461	401	*	Downstream (<1kb)	2	26061064	26062490	1427	2	67991	ENSMUST00000126921.1	7029	ENSMUSG00000026932	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing
chr6	134133743	134134143	401	*	Intron (ENSMUST00000081028.12/14011, intron 1 of 7)	6	134035969	134248284	212316	1	14011	ENSMUST00000164648.1	97775	ENSMUSG00000030199	Etv6	ets variant 6
chr5	142767939	142768339	401	*	Intron (ENSMUST00000152247.7/231861, intron 7 of 24)	5	142764315	142766022	1708	2	231861	ENSMUST00000200371.1	-1918	ENSMUSG00000039477	Tnrc18	trinucleotide repeat containing 18
chr6	91061222	91061622	401	*	Intron (ENSMUST00000032179.13/54563, intron 15 of 39)	6	91060715	91065844	5130	2	54563	ENSMUST00000151437.1	4222	ENSMUSG00000030091	Nup210	nucleoporin 210
chr5	140411343	140411743	401	*	Distal Intergenic	5	140419328	140443360	24033	1	27979	ENSMUST00000100507.7	-7585	ENSMUSG00000056076	Eif3b	eukaryotic translation initiation factor 3, subunit B
chr2	33256865	33257265	401	*	Intron (ENSMUST00000131298.6/241308, intron 8 of 17)	2	33216117	33242393	26277	1	26360	ENSMUST00000193373.2	40749	ENSMUSG00000004105	Angptl2	angiopoietin-like 2
chr8	46470635	46471035	401	*	Promoter	8	46471037	46536051	65015	1	14081	ENSMUST00000034046.12	-2	ENSMUSG00000018796	Acsl1	acyl-CoA synthetase long-chain family member 1
chr4	133424138	133424538	401	*	Distal Intergenic	4	133419972	133422320	2349	1	20544	ENSMUST00000141658.1	4167	ENSMUSG00000028854	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1
chr4	148607749	148608149	401	*	Exon (ENSMUST00000052060.6/17175, exon 7 of 11)	4	148602575	148604417	1843	1	17175	ENSMUST00000136647.1	5175	ENSMUSG00000028979	Masp2	mannan-binding lectin serine peptidase 2
chr2	53083232	53083632	401	*	Intron (ENSMUST00000155586.8/71409, intron 9 of 26)	2	53139172	53145309	6138	2	56194	ENSMUST00000133384.1	61677	ENSMUSG00000061136	Prpf40a	pre-mRNA processing factor 40A
chr6	52699112	52699512	401	*	Distal Intergenic	6	52713729	52766780	53052	1	52440	ENSMUST00000080723.10	-14217	ENSMUSG00000004535	Tax1bp1	Tax1 (human T cell leukemia virus type I) binding protein 1
chr15	85315639	85316039	401	*	Distal Intergenic	15	85336245	85463212	126968	1	54138	ENSMUST00000163242.2	-20206	ENSMUSG00000016541	Atxn10	ataxin 10
chr5	148980590	148980990	401	*	Intron (ENSMUST00000147473.5/231912, intron 2 of 6)	5	148893775	148995147	101373	2	231912	ENSMUST00000147473.5	14157	ENSMUSG00000041298	Katnal1	katanin p60 subunit A-like 1
chr7	75913924	75914324	401	*	Distal Intergenic	7	75848441	75865627	17187	1	207952	ENSMUST00000205887.1	65484	ENSMUSG00000055652	Klhl25	kelch-like 25
chr16	8672032	8672432	401	*	Promoter	16	8658580	8672155	13576	2	52502	ENSMUST00000008537.9	0	ENSMUSG00000008393	Carhsp1	calcium regulated heat stable protein 1
chr17	86753297	86753697	401	*	Promoter	17	86753700	86833410	79711	1	13819	ENSMUST00000024954.10	-3	ENSMUSG00000024140	Epas1	endothelial PAS domain protein 1
chr3	95160172	95160572	401	*	Promoter	3	95160457	95164542	4086	1	20360	ENSMUST00000142306.1	0	ENSMUSG00000038777	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
chr1	164009244	164009644	401	*	Distal Intergenic	1	163994889	163997243	2355	1	69962	ENSMUST00000111490.1	14356	ENSMUSG00000041396	Mettl18	methyltransferase like 18
chr5	88565576	88565976	401	*	Promoter	5	88565040	88651392	86353	1	52822	ENSMUST00000198965.4	537	ENSMUSG00000029291	Rufy3	RUN and FYVE domain containing 3
chr19	56391686	56392086	401	*	Distal Intergenic	19	56320041	56390037	69997	2	18175	ENSMUST00000073536.12	-1650	ENSMUSG00000049134	Nrap	nebulin-related anchoring protein
chr10	85102345	85102745	401	*	Promoter	10	85102627	85117585	14959	1	103266	ENSMUST00000095383.5	0	ENSMUSG00000060935	Tmem263	transmembrane protein 263
chr6	125481020	125481420	401	*	Exon (ENSMUST00000187542.6/ENSMUST00000187542.6, exon 1 of 4)	6	125460589	125478302	17714	2	12527	ENSMUST00000130132.1	-2719	ENSMUSG00000030342	Cd9	CD9 antigen
chr5	135489025	135489425	401	*	Promoter	5	135449749	135489258	39510	2	215114	ENSMUST00000201998.1	0	ENSMUSG00000039959	Hip1	huntingtin interacting protein 1
chr13	12574961	12575361	401	*	Intron (ENSMUST00000221560.1/67475, intron 2 of 15)	13	12566458	12607101	40644	1	67475	ENSMUST00000221739.1	8504	ENSMUSG00000057069	Ero1b	endoplasmic reticulum oxidoreductase 1 beta
chr9	21320479	21320879	401	*	Promoter	9	21320698	21355028	34331	1	68682	ENSMUST00000217461.1	0	ENSMUSG00000057193	Slc44a2	solute carrier family 44, member 2
chr2	180251247	180251647	401	*	Distal Intergenic	2	180257377	180258445	1069	1	66481	ENSMUST00000059080.6	-5730	ENSMUSG00000039001	Rps21	ribosomal protein S21
chr7	80340829	80341229	401	*	Promoter	7	80325292	80341480	16189	2	101869	ENSMUST00000154428.8	251	ENSMUSG00000030533	Unc45a	unc-45 myosin chaperone A
chr9	66646230	66646630	401	*	Distal Intergenic	9	66514637	66593142	78506	2	235441	ENSMUST00000127569.7	-53089	ENSMUSG00000032376	Usp3	ubiquitin specific peptidase 3
chr3	137865540	137865940	401	*	Promoter	3	137865128	137866386	1259	1	51788	ENSMUST00000125821.1	413	ENSMUSG00000037894	H2az1	H2A.Z variant histone 1
chr8	47666245	47666645	401	*	Downstream (<1kb)	8	47667178	47673689	6512	2	69260	ENSMUST00000146625.2	7044	ENSMUSG00000063049	Ing2	inhibitor of growth family, member 2
chr9	78006636	78007036	401	*	Distal Intergenic	9	78051924	78065624	13701	1	14531	ENSMUST00000024104.8	-44888	ENSMUSG00000023333	Gcm1	glial cells missing homolog 1
chr17	51812995	51813784	790	*	Promoter	17	51739476	51812680	73205	2	20230	ENSMUST00000140979.7	-316	ENSMUSG00000023927	Satb1	special AT-rich sequence binding protein 1
chr12	80197370	80197770	401	*	Intron (ENSMUST00000021554.15/109711, intron 4 of 20)	12	80183217	80184848	1632	2	109711	ENSMUST00000217984.1	-12523	ENSMUSG00000015143	Actn1	actinin, alpha 1
chr5	148450952	148451352	401	*	Distal Intergenic	5	148327410	148399904	72495	2	11987	ENSMUST00000048116.14	-51049	ENSMUSG00000041313	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
chr8	12677544	12677944	401	*	Exon (ENSMUST00000131064.1/ENSMUST00000131064.1, exon 2 of 2)	8	12614277	12672248	57972	2	259279	ENSMUST00000000776.14	-5297	ENSMUSG00000000759	Tubgcp3	tubulin, gamma complex associated protein 3
chr10	75853455	75853855	401	*	Distal Intergenic	10	75859450	75860192	743	2	17319	ENSMUST00000218267.1	6337	ENSMUSG00000033307	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
chr5	117119815	117120215	401	*	Promoter	5	117120129	117275217	155089	1	330177	ENSMUST00000111978.7	0	ENSMUSG00000061288	Taok3	TAO kinase 3
chr18	12236257	12236657	401	*	Promoter	18	12189693	12236400	46708	2	18145	ENSMUST00000025279.5	0	ENSMUSG00000024413	Npc1	NPC intracellular cholesterol transporter 1
chr14	98167173	98167573	401	*	Intron (ENSMUST00000069334.7/13134, intron 1 of 10)	14	97786853	98169543	382691	2	13134	ENSMUST00000069334.7	1970	ENSMUSG00000055639	Dach1	dachshund family transcription factor 1
chr6	50109897	50110297	401	*	Promoter	6	50110241	50198598	88358	1	56524	ENSMUST00000166318.7	0	ENSMUSG00000038388	Mpp6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
chr7	13037777	13038177	401	*	Promoter	7	13035238	13037746	2509	2	22192	ENSMUST00000138357.8	-32	ENSMUSG00000005575	Ube2m	ubiquitin-conjugating enzyme E2M
chr16	11652687	11653087	401	*	Intron (ENSMUST00000180792.7/74478, intron 16 of 20)	16	11778429	11781500	3072	1	73761	ENSMUST00000229695.1	-125342	NA	4833415N18Rik	RIKEN cDNA 4833415N18 gene
chr3	137853893	137854293	401	*	Distal Intergenic	3	137864487	137866922	2436	1	51788	ENSMUST00000041045.13	-10194	ENSMUSG00000037894	H2az1	H2A.Z variant histone 1
chr16	91597633	91598033	401	*	Promoter	16	91574503	91597800	23298	2	77975	ENSMUST00000023686.14	0	ENSMUSG00000022964	Tmem50b	transmembrane protein 50B
chr7	34671936	34672336	401	*	Intron (ENSMUST00000126294.1/ENSMUST00000126294.1, intron 1 of 1)	7	34639019	34655509	16491	2	233107	ENSMUST00000032709.2	-16428	ENSMUSG00000030499	Kctd15	potassium channel tetramerisation domain containing 15
chr5	100719630	100720030	401	*	Promoter	5	100679484	100719716	40233	2	15442	ENSMUST00000045617.14	0	ENSMUSG00000035273	Hpse	heparanase
chr14	99298374	99298774	401	*	Promoter	14	99298691	99315036	16346	1	12224	ENSMUST00000005279.7	0	ENSMUSG00000005148	Klf5	Kruppel-like factor 5
chr2	103566061	103566461	401	*	Promoter	2	103566310	103718423	152114	1	99382	ENSMUST00000076212.3	0	ENSMUSG00000032724	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2
chr9	55149778	55150178	401	*	Promoter	9	55150083	55206808	56726	1	109161	ENSMUST00000122441.1	0	ENSMUSG00000032307	Ube2q2	ubiquitin-conjugating enzyme E2Q family member 2
chr5	121627877	121628277	401	*	Intron (ENSMUST00000031412.11/71985, intron 16 of 20)	5	121630200	121632779	2580	2	71985	ENSMUST00000143187.1	4502	ENSMUSG00000029456	Acad10	acyl-Coenzyme A dehydrogenase family, member 10
chr5	3647837	3648237	401	*	Promoter	5	3639961	3647934	7974	2	67210	ENSMUST00000007559.14	0	ENSMUSG00000007415	Gatad1	GATA zinc finger domain containing 1
chr18	12643566	12643966	401	*	Promoter	18	12643362	12737056	93695	1	72747	ENSMUST00000025294.8	205	ENSMUSG00000024424	Ttc39c	tetratricopeptide repeat domain 39C
chr8	120796227	120796627	401	*	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120752209	120753711	1503	1	15900	ENSMUST00000160594.1	44019	ENSMUSG00000041515	Irf8	interferon regulatory factor 8
chr2	122022278	122022678	401	*	Distal Intergenic	2	122028546	122056598	28053	1	78655	ENSMUST00000028668.7	-5868	ENSMUSG00000027236	Eif3j1	eukaryotic translation initiation factor 3, subunit J1
chr6	124917900	124918300	401	*	Promoter	6	124913681	124917946	4266	2	69202	ENSMUST00000032216.6	0	ENSMUSG00000030122	Ptms	parathymosin
chr18	76241117	76241517	401	*	Promoter	18	76241580	76310963	69384	1	17126	ENSMUST00000168423.8	-63	ENSMUSG00000024563	Smad2	SMAD family member 2
chr15	97824976	97825376	401	*	Intron (ENSMUST00000079838.13/56233, intron 1 of 24)	15	97797799	97831469	33671	2	56233	ENSMUST00000156045.7	6093	ENSMUSG00000022475	Hdac7	histone deacetylase 7
chr7	27285717	27286117	401	*	Distal Intergenic	7	27306079	27306970	892	2	108075	ENSMUST00000134464.1	20853	ENSMUSG00000040488	Ltbp4	latent transforming growth factor beta binding protein 4
chr7	116608355	116608755	401	*	Distal Intergenic	7	116528812	116536033	7222	1	53322	ENSMUST00000183335.1	79544	ENSMUSG00000030659	Nucb2	nucleobindin 2
chr19	32595496	32595896	401	*	Promoter	19	32595790	32665710	69921	1	23972	ENSMUST00000235594.1	0	ENSMUSG00000024899	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
chr17	29049121	29049521	401	*	Distal Intergenic	17	29039694	29041731	2038	1	20383	ENSMUST00000233105.1	9428	ENSMUSG00000071172	Srsf3	serine and arginine-rich splicing factor 3
chr19	7268088	7268488	401	*	Promoter	19	7268279	7275225	6947	1	104383	ENSMUST00000066646.11	0	ENSMUSG00000024968	Rcor2	REST corepressor 2
chr2	11192688	11193088	401	*	Exon (ENSMUST00000194883.1/ENSMUST00000194883.1, exon 1 of 1)	2	11172310	11284369	112060	1	18761	ENSMUST00000195207.5	20379	ENSMUSG00000026778	Prkcq	protein kinase C, theta
chr1	135700612	135701012	401	*	Distal Intergenic	1	135438848	135688105	249258	2	215690	ENSMUST00000190298.7	-12508	ENSMUSG00000009418	Nav1	neuron navigator 1
chr1	36471214	36471614	401	*	Promoter	1	36471620	36508764	37145	1	94220	ENSMUST00000153128.1	-6	ENSMUSG00000037408	Cnnm4	cyclin M4
chr17	47793369	47793769	401	*	Distal Intergenic	17	47789441	47791613	2173	1	21425	ENSMUST00000140715.1	3929	ENSMUSG00000023990	Tfeb	transcription factor EB
chr5	129941701	129942101	401	*	Promoter	5	129941970	129984746	42777	1	69568	ENSMUST00000051758.10	0	ENSMUSG00000066735	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1
chr2	167697909	167698309	401	*	Intron (ENSMUST00000141923.1/329562, intron 1 of 3)	2	167691181	167697801	6621	1	329562	ENSMUST00000130679.1	6729	ENSMUSG00000006462	A530013C23Rik	RIKEN cDNA A530013C23 gene
chr5	62765801	62766201	401	*	Promoter	5	62602445	62766120	163676	2	212285	ENSMUST00000076623.7	0	ENSMUSG00000037999	Arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
chr16	4557875	4558275	401	*	Promoter	16	4547298	4558783	11486	2	83383	ENSMUST00000230875.1	508	ENSMUSG00000005718	Tfap4	transcription factor AP4
chr6	72899675	72900075	401	*	Promoter	6	72841114	72899979	58866	2	74287	ENSMUST00000068697.10	0	ENSMUSG00000055239	Kcmf1	potassium channel modulatory factor 1
chr17	5160162	5160562	401	*	Intron (ENSMUST00000092723.10/239985, intron 4 of 18)	17	5040578	5127640	87063	1	239985	ENSMUST00000146703.1	119585	ENSMUSG00000069729	Arid1b	AT rich interactive domain 1B (SWI-like)
chr5	67847346	67847746	401	*	Promoter	5	67618140	67847370	229231	2	11980	ENSMUST00000135930.7	0	ENSMUSG00000037685	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
chr5	105005035	105005435	401	*	Distal Intergenic	5	105014150	105022064	7915	2	76074	ENSMUST00000199483.4	16629	ENSMUSG00000034438	Gbp8	guanylate-binding protein 8
chr8	75108521	75108921	401	*	Promoter	8	75109569	75128439	18871	1	17218	ENSMUST00000164309.2	-648	ENSMUSG00000005410	Mcm5	minichromosome maintenance complex component 5
chr6	116265545	116265945	401	*	Promoter	6	116266532	116330298	63767	1	67492	ENSMUST00000222494.1	-587	ENSMUSG00000042213	Zfand4	zinc finger, AN1-type domain 4
chr15	59081925	59082325	401	*	Promoter	15	58941234	59081989	140756	2	211401	ENSMUST00000080371.7	0	ENSMUSG00000022353	Mtss1	MTSS I-BAR domain containing 1
chr14	30825360	30825760	401	*	Promoter	14	30825590	30877210	51621	1	69179	ENSMUST00000006701.7	0	ENSMUSG00000006526	Stimate	STIM activating enhancer
chr12	32795717	32796117	401	*	Distal Intergenic	12	32819545	32839207	19663	1	59027	ENSMUST00000220200.1	-23428	ENSMUSG00000020572	Nampt	nicotinamide phosphoribosyltransferase
chr10	13965528	13965928	401	*	Promoter	10	13966075	14150589	184515	1	15273	ENSMUST00000187083.6	-147	ENSMUSG00000015501	Hivep2	human immunodeficiency virus type I enhancer binding protein 2
chr3	101615825	101616225	401	*	Distal Intergenic	3	101576219	101604684	28466	2	11928	ENSMUST00000036493.7	-11142	ENSMUSG00000033161	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr12	108835735	108836135	401	*	Promoter	12	108836082	108853774	17693	1	104910	ENSMUST00000223296.1	0	ENSMUSG00000048856	Slc25a47	solute carrier family 25, member 47
chr3	87960893	87961293	401	*	Distal Intergenic	3	87952144	87952985	842	1	12904	ENSMUST00000163040.1	8750	ENSMUSG00000004885	Crabp2	cellular retinoic acid binding protein II
chrX	48454088	48454488	401	*	Promoter	20	48411046	48454169	43124	2	56501	ENSMUST00000114958.7	0	ENSMUSG00000031103	Elf4	E74-like factor 4 (ets domain transcription factor)
chr17	56808522	56808922	401	*	Intron (ENSMUST00000086801.6/19725, intron 1 of 16)	17	56799909	56830939	31031	2	19725	ENSMUST00000233643.1	22017	ENSMUSG00000024206	Rfx2	regulatory factor X, 2 (influences HLA class II expression)
chr14	19976805	19977205	401	*	Promoter	14	19875655	19977172	101518	2	14702	ENSMUST00000055100.13	0	ENSMUSG00000043004	Gng2	guanine nucleotide binding protein (G protein), gamma 2
chr10	93070542	93070942	401	*	Promoter	10	93066763	93070251	3489	2	380654	ENSMUST00000171781.1	-292	ENSMUSG00000020014	Cfap54	cilia and flagella associated protein 54
chr17	64600452	64600852	401	*	Promoter	17	64600736	64755110	154375	1	17158	ENSMUST00000086723.9	0	ENSMUSG00000024085	Man2a1	mannosidase 2, alpha 1
chr12	117853338	117853738	401	*	Intron (ENSMUST00000176499.1/217946, intron 3 of 4)	12	117843888	117875627	31740	1	217946	ENSMUST00000177339.1	9451	ENSMUSG00000021175	Cdca7l	cell division cycle associated 7 like
chr5	74277743	74278143	401	*	Intron (ENSMUST00000072857.12/212986, intron 5 of 8)	5	74206089	74225484	19396	2	212986	ENSMUST00000146015.1	-52260	ENSMUSG00000062110	Scfd2	Sec1 family domain containing 2
chr17	50190285	50190685	401	*	Promoter	17	49992257	50190674	198418	2	76438	ENSMUST00000044503.13	0	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1
chr5	147430922	147431322	401	*	Promoter	5	147430896	147527026	96131	1	72587	ENSMUST00000176466.7	27	ENSMUSG00000029647	Pan3	PAN3 poly(A) specific ribonuclease subunit
chr5	124628783	124629183	401	*	Promoter	5	124629052	124724455	95404	1	21871	ENSMUST00000037865.12	0	ENSMUSG00000038023	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2
chr11	78697319	78697719	401	*	Promoter	11	78567168	78697373	130206	2	18099	ENSMUST00000142739.7	0	ENSMUSG00000017376	Nlk	nemo like kinase
chr13	49169770	49170170	401	*	Distal Intergenic	13	49187485	49196244	8760	1	18081	ENSMUST00000049022.14	-17315	ENSMUSG00000037966	Ninj1	ninjurin 1
chr15	102287388	102287788	401	*	Distal Intergenic	15	102279454	102281754	2301	1	106073	ENSMUST00000051341.5	7935	ENSMUSG00000045665	Mfsd5	major facilitator superfamily domain containing 5
chr1	93014470	93014870	401	*	Downstream (<1kb)	1	93006334	93012269	5936	1	208760	ENSMUST00000059676.4	8137	ENSMUSG00000045091	Aqp12	aquaporin 12
chr4	142153522	142153922	401	*	Promoter	4	142146770	142154586	7817	2	71529	ENSMUST00000144611.1	664	ENSMUSG00000040606	Kazn	kazrin, periplakin interacting protein
